account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1224449150,W VICTORY RD,3N 1W 24,3.7786,3.69,72400,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.131,0.393,60,15.66,4,43.575854,-116.397207,43.4,PAR #9150 OF SE4SE4 SEC 24 3N 1W
S1225110120,2435 S MERIDIAN RD,3N 1W 25,3.8962,3.77,73600,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.112,0.678,60,15.66,4,43.574676,-116.395697,43.4,PAR #0120 OF NE4NE4 SEC 25 3N 1W
S1225110140,W VICTORY RD,3N 1W 25,3.091,3.06,59700,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.142,0.691,60,15.66,4,43.574931,-116.396652,43.4,PAR #0140 OF NE4NE4 SEC 25 3N 1W
R8048710070,1752 W AMERICAN FORK DR,SOUTHRIDGE SUB NO 01,11.4991,11.51,0,City of Meridian,TN-R,Traditional Neighborhood Residential,Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Civic,Civic,institutional,2.775,0.721,56,16.64,3,43.587723,-116.416022,43.1,LOT 2 BLK 2 SOUTHRIDGE SUB NO 01
R0888210200,E CENTRAL DR,BENGAL PARKING SUB,5.6915,5.694,0,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.11,0.539,72,12.93,5,43.594251,-116.382837,42.7,LOT 02 BLK 01 BENGAL PARKING SUB
R7288590150,E VILLAGE GREEN ST,QUENZER COMMONS SUB NO 01,2.384,2.386,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,3.382,0.713,291,2.38,1,43.639405,-116.377341,42.6,LOT 01 BLK 05 QUENZER COMMONS SUB NO 01
R8222360550,201 E CARVER DR,SUNDANCE SUB NO 02,2.4423,2.445,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.419,0.737,280,2.44,1,43.636529,-116.390481,42.6,LOT 08 BLK 08 SUNDANCE SUB NO 02
R1343550600,S INDUSTRY WAY,CENTRAL VALLEY CORP PARK NO 06,1.9721,1.974,0,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.282,0.201,72,12.93,5,43.594593,-116.386229,42.4,LOT 15 BLK 04 CENTRAL VALLEY CORP PARK NO 06
R1343550950,701 E CENTRAL DR,CENTRAL VALLEY CORP PARK NO 06,1.3476,1.346,645000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.244,0.809,72,12.93,5,43.596219,-116.385022,42.4,LOT 22 BLK 04 CENTRAL VALLEY CORP PARK NO 06
R1343550660,1070 S INDUSTRY WAY,CENTRAL VALLEY CORP PARK NO 06,2.3791,2.38,1658800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.327,0.693,72,12.93,5,43.595375,-116.38697,42.3,PAR #0660 OF LOTS 16-17 BLK 4 CENTRAL VALLEY CORP PARK NO 06 PARCEL D R/S 4835
R1343550804,1050 S INDUSTRY WAY,CENTRAL VALLEY CORP PARK NO 06,1.5444,1.546,1010200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.294,0.79,72,12.93,5,43.595822,-116.386167,42.3,PAR #0804 POR LOTS 17-19 CENTRAL VALLEY CORP PARK NO 06 PARCEL A  R/S 6655 #0762
R8461020250,E RINGNECK ST,TIMBERFALLS SUB NO 01,1.0324,1.034,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.029,0.211,517,1.03,1,43.632676,-116.383259,42.0,LOT 08 BLK 03 TIMBERFALLS SUB NO 01
S0435326200,3430 N TEN MILE RD,4N 1W 35,4.9135,5.172,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.741,0.267,42,19.5,4,43.636355,-116.43312,42.0,PAR #6200 @ SW COR N2 SW4 SW4 SEC 35 4N 1W #325600-S
R8036380100,N LONGABAUGH WAY,SOLITUDE PLACE SUB NO 02,2.7546,2.758,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.001,0.816,245,2.75,1,43.645645,-116.390756,41.7,LOT 10  BLK 03 SOLITUDE PLACE SUB NO 02
S1131346655,S TARREGA LN,3N 1E 31,2.6586,2.663,,City of Meridian,R-2,Two-Family / Low-Density,Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.212,0.785,58,16.09,2,43.549645,-116.387517,41.7,PAR #6655 POR NW4SE4SW4 SEC 31 3N 1E #346650-S
R1619250020,W WOODBURY DR,CROSSFIELD SUB NO 03,1.6016,1.604,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.505,0.306,369,1.6,1,43.629443,-116.408041,41.6,LOT 19  BLK 10 CROSSFIELD SUB #3
R8048360201,S TEN MILE RD,SOUTHERN CROSSROADS SUB,16.1918,16.209,2298400,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,4.261,0.791,51,17.98,2,43.562336,-116.435548,41.5,LOT 02 BLK 01 EXC R/W SOUTHERN CROSSROADS SUB #0200-B
R3525390570,11127 W MORELA DR,HAZELWOOD VILLAGE SUB,2.4066,2.396,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,3.995,0.911,288,2.41,1,43.542127,-116.320359,41.4,LOT 07 BLK 16 HAZELWOOD VILLAGE SUB
R1001520280,9590 W CANFORD DR,BLUEMEADOWS SUB NO 01,1.6414,1.643,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,3.694,0.258,363,1.64,1,43.560076,-116.301613,41.3,LOT 04 BLK 03 BLUEMEADOWS SUB NO 01
S1227449726,W AMITY RD,3N 1W 27,1.793,1.794,0,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,4.36,0.628,51,17.98,2,43.561878,-116.437467,41.3,PAR #9726 NEAR W SIDE SE4SE4 SEC 27 3N 1W PARCEL A R/S 6908 #449722-S STC FORM R
S1210346850,W FRANKLIN RD,3N 1W 10,10.0454,10.08,2534100,City of Meridian,TN-R,Traditional Neighborhood Residential,Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),4.372,0.641,85,10.05,1,43.607662,-116.445521,41.3,PAR #6850 OF E2SW4 SEC 10 3N 1W #T346801-B
R7288590600,3775 N HOLLYMOUNT WAY,QUENZER COMMONS SUB NO 01,1.1136,1.115,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.43,0.482,479,1.11,1,43.639366,-116.381113,41.2,LOT 01 BLK 16 QUENZER COMMONS SUB NO 01
S1215142300,625 S TEN MILE RD,3N 1W 15,4.6622,4.68,2950100,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.761,0.718,102,8.66,2,43.597968,-116.435584,41.1,PAR #2300 @ SE COR SE4NE4 SEC 15 3N 1W #131210B
R8222410320,N LEZANA AVE,SUNDANCE PLACE SUB NO 01,1.3991,1.4,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.678,0.397,410,1.4,1,43.640144,-116.39206,41.0,LOT 13 BLK 02 SUNDANCE PLACE SUB NO 01
R1171300120,4101 N KILBERRY AVE,BURNEY GLEN SUB NO 02,1.3134,1.315,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.719,0.266,430,1.31,1,43.641877,-116.388602,40.9,LOT 19 BLK 05 BURNEY GLEN SUB NO 02
R1333020580,6033 S ICICLE AVE,CEDAREDGE SUB,2.1451,2.147,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,4.184,0.535,316,2.15,1,43.548548,-116.302569,40.8,LOT 07 BLK 06 CEDAREDGE SUB
R1171310300,N TIPTON AVE,BURNEY GLEN SUB NO 03,1.052,1.053,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.676,0.397,504,1.05,1,43.641954,-116.385934,40.7,LOT 12 BLK 11 BURNEY GLEN SUB NO 03
R6905270170,W CROSBY DR,PARAMOUNT SUB NO 12,3.312,3.316,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.785,0.543,213,3.31,1,43.653427,-116.404864,40.7,LOT 19 BLK 25 PARAMOUNT SUB NO 12
R8048190280,4301 S ALEUT WAY,SOUTHCREEK SUB NO 01,1.2836,1.286,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,3.785,0.448,437,1.28,1,43.563728,-116.296049,40.7,LOT 11 BLK 03 SOUTHCREEK SUB NO 1
R5125740180,10331 W HAZEL PARK ST,LAKERIDGE SUB NO 02,1.003,1.004,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,3.72,0.747,535,1.0,1,43.552054,-116.310966,40.6,LOT 22 BLK 03 LAKERIDGE SUB NO 02
S1211438600,50 N WARD AVE,3N 1W 11,21.962,21.97,0,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.25,0.241,37,21.96,1,43.606858,-116.422465,40.5,PAR #8600 POR SE4 SEC 11 3N 1W PARCEL A  R/S 10205 #438931S
R0792080010,W YOSEMITE DR,BALDWIN PARK SUB NO 03,1.6513,1.653,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.143,0.174,362,1.65,1,43.641192,-116.408125,40.4,LOT 23 BLK 04 BALDWIN PARK SUB NO 03
R6905250310,N DIETRICH AVE,PARAMOUNT SUB NO 11,1.4764,1.478,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.87,0.365,224,3.1,2,43.655457,-116.403088,40.4,LOT 11 BLK 17 PARAMOUNT SUB NO 11
R9005720130,E ENSENADA DR,VENTANA SUB NO 02,2.2188,2.222,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.401,0.614,308,2.22,1,43.652387,-116.388579,40.4,LOT 11  BLK 05 VENTANA SUB NO 02
S1110438631,11350 W FRANKLIN RD,3N 1E 10,23.8062,23.86,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.174,0.775,28,27.75,2,43.606252,-116.322193,40.4,PAR #8631 @ SW COR SW4SE4 SEC 10  3N 1E #438608-B
R2958220700,W KELLY CREEK DR,FULFER SUB NO 01,3.2456,3.249,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.993,0.614,218,3.25,1,43.650521,-116.419329,40.3,LOT 01 BLK 06 FULFER SUB NO 01
R0364310440,W PEACH SPRINGS ST,AMBERCREEK SUB NO 02,1.567,1.57,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.205,0.453,378,1.57,1,43.647209,-116.396073,40.2,LOT 09 BLK 16 AMBERCREEK SUB NO 2
R1333240630,W BLACK ROCK DR,CEDAR SPRINGS SUB NO 08,1.5618,1.563,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.162,0.583,382,1.56,1,43.645049,-116.400137,40.2,LOT 16 BLK 32 CEDAR SPRINGS SUB NO 08
R3271730680,6030 S KELSO WAY,GREENBRIAR COMMONS SUB,1.0121,1.013,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,3.92,0.169,525,1.01,1,43.548438,-116.310588,40.2,LOT 11 BLK 05 GREENBRIAR COMMONS SUB
R6905170420,5695 N FOX RUN WAY,PARAMOUNT SUB NO 03,1.6205,1.627,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.944,0.866,224,3.1,2,43.65623,-116.404247,40.2,LOT 01 BLK 17 PARAMOUNT SUB NO 03
S1125233950,8707 W CHURCHILL RD,3N 1E 25,1.0342,1.044,46800,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.858,0.725,24,30.94,2,43.570506,-116.289695,40.2,PAR #3950 OF SW4NW4 SEC 25 3N 1E #8361794
S1110438901,10792 W FRANKLIN RD,3N 1E 10,3.9473,3.922,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.286,0.455,28,27.75,2,43.606247,-116.319683,40.2,PAR #8901 OF SW4SE4 POR IN TCA 01-4 SEC 10 3N 1E #438900-B
R7901540360,W ANTON DR,SIENNA CREEK SUB NO 03,1.0906,1.091,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.058,0.408,487,1.09,1,43.640004,-116.407491,40.0,LOT 12 BLK 12 SIENNA CREEK SUB NO 03
R1333230290,N RHODES AVE,CEDAR SPRINGS SUB NO 07,1.351,1.353,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.222,0.509,422,1.35,1,43.645149,-116.402371,39.9,LOT 06 BLK 35 CEDAR SPRINGS SUB NO 07
S1125244505,8371 W SALT CREEK DR,3N 1E 25,29.9106,30.03,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,School,School,institutional,3.996,0.677,24,30.94,2,43.570016,-116.287002,39.9,PAR # 4505 OF SE1/4NW1/4 SEC 25 3N 1E #244500-S
R0792060260,W MONUMENT ST,BALDWIN PARK SUB NO 01,1.4571,1.459,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.309,0.256,400,1.46,1,43.642412,-116.411466,39.8,LOT 01 BLK 05 BALDWIN PARK SUB NO 01
S0535449950,9230 W USTICK RD,4N 1E 35,1.3834,1.388,317200,City of Boise,R-2,Two-Family / Low-Density,Two-Family / Low-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,4.326,0.702,416,1.38,1,43.634391,-116.297308,39.7,PAR #9950 @ S SIDE SE4SE4 SEC 35 4N 1E R/S 852 #449910-B
S1235346800,W LAKE HAZEL RD,3N 1W 35,14.8494,14.8,,City of Kuna,R-6,R-6,Two-Family / Low-Density Residential,Low,Vacant Land,Ada County,Incorporated Cities and Areas of City Impact,City Impact Area,see city plan,4.384,0.527,22,31.36,2,43.549374,-116.42584,39.6,PAR #6800 OF SE4SW4 SEC 35 3N 1W #438430-B
R2814140360,W DULCIMER ST,FIDDLERS GLEN SUB,1.796,1.798,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,4.653,0.33,348,1.8,1,43.546989,-116.291651,39.5,LOT 18 BLK 03 FIDDLER'S GLEN SUB
R6905290090,520 W KINGSLEY ST,PARAMOUNT SUB NO 14,1.6408,1.643,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.588,0.637,364,1.64,1,43.651706,-116.400843,39.5,LOT 06 BLK 33 PARAMOUNT SUB NO 14
R9005710320,E PRODUCER DR,VENTANA SUB NO 01,1.576,1.579,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.598,0.196,374,1.58,1,43.654544,-116.392039,39.4,LOT 10 BLK 02 VENTANA SUB NO 01
S1235346700,W LAKE HAZEL RD,3N 1W 35,16.5081,16.52,,City of Kuna,R-6,R-6,Two-Family / Low-Density Residential,Low,Vacant Land,Ada County,Incorporated Cities and Areas of City Impact,City Impact Area,see city plan,4.457,0.655,22,31.36,2,43.547805,-116.425806,39.4,PAR #6700 OF S2 SEC 35 3N 1W & POR LOT 03 BLK 01 TITUS SUB #438440-C #438430-S #
R6905310100,5401 N LANGE AVE,PARAMOUNT SUB NO 16,1.486,1.488,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.654,0.539,392,1.49,1,43.653707,-116.397955,39.2,LOT 16  BLK 40 PARAMOUNT SUB #16
R9005720370,E JOSHUA TREE DR,VENTANA SUB NO 02,1.2964,1.297,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.537,0.283,434,1.3,1,43.65452,-116.388342,39.2,LOT 01  BLK 11 VENTANA SUB NO 02
R6905390180,934 W LAUGHTON DR,PARAMOUNT SUB NO 23,1.1142,1.115,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.64,0.574,478,1.11,1,43.650922,-116.405229,38.8,LOT 01 BLK 60 PARAMOUNT SUB NO 23
R4239770510,1385 S BLUE MARLIN LN,INTERSTATE CENTER,7.735,7.741,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.99,0.695,82,10.47,3,43.592071,-116.400639,38.5,LOTS 04 & 05 BLK 01 INTERSTATE CENTER PAR A ROS 15410 #0501-C #0402-C #0405-C
R5646020165,850 N CAMELOT DR,MEADOWS SUB NO 03 THE,1.079,1,0,City of Boise,R-2,Two-Family / Low-Density,Two-Family / Low-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,4.802,0.809,491,1.08,1,43.612519,-116.269205,38.5,LOT 1 BLK 3 MEADOWS NO 3
R4239770200,1543 S BLUE MARLIN LN,INTERSTATE CENTER,1.3899,1.391,969500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.016,0.725,82,10.47,3,43.59054,-116.401107,38.4,LOT 02 BLK 01 INTERSTATE CENTER #99066549
R4239770300,1491 S BLUE MARLIN LN,INTERSTATE CENTER,1.3433,1.344,585500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.014,0.719,82,10.47,3,43.590948,-116.401105,38.4,LOT 03 BLK 01 INTERSTATE CENTER #99066549
S1115223161,12009 W FRANKLIN RD,3N 1E 15,1.0846,1.06,303900,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,1.668,0.587,97,9.19,5,43.604257,-116.332209,37.9,PAR #3161 @ N SIDE NW4NW4 SEC 15 3N 1E #223160-B
S1018212520,7009 W FRANKLIN RD,3N 2E 18,7.7305,7.881,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,School,School,institutional,4.72,0.739,25,30.25,3,43.601038,-116.267395,37.8,PAR #2520 OF E2NW4 SEC 18 3N 2E      R/S #4538 #2510-S #99032174
S1115223121,11863 W FRANKLIN RD,3N 1E 15,1.5731,1.538,323300,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,1.754,0.621,97,9.19,5,43.604173,-116.330154,37.7,PAR #3121 @ N SIDE NW4NW4 SEC 15 3N 1E #223127-B
S1018212514,351 S ALLUMBAUGH WAY,3N 2E 18,17.9044,17.762,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,School,School,institutional,4.767,0.254,25,30.25,3,43.600519,-116.266361,37.7,PAR #2514 OF W'LY POR E2NW4 SEC 18 3N 2E #212512-B
R9024780110,210 E VICTORY RD,VICTORY COMMONS SUB NO 02,2.6627,2.66,984900,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.813,0.636,96,9.2,6,43.576997,-116.390657,37.6,PAR #0110 POR LOTS 9-10 BLK 1 VICTORY COMMONS SUB NO 02 PAR E ROS 13881 #0100-S 
R9024780150,350 E VICTORY RD,VICTORY COMMONS SUB NO 02,1.2439,1.25,653400,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.821,0.782,96,9.2,6,43.57612,-116.389983,37.6,LOT 11 & POR LOT 12 BLK 01 VICTORY COMMONS SUB NO 02 PAR F ROS 13881 #0140-C #01
S1115223101,11801 W FRANKLIN RD,3N 1E 15,1.071,1.131,306800,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,1.777,0.491,97,9.19,5,43.604174,-116.329651,37.6,PAR #3101 @ NE COR OF NW4NW4 SEC 15  3N 1E TRACT B OF R/S 5637  EXC R/W #223100-
R3037460910,E LOUISE DR,GARDNER AHLQUIST GATEWAY SUB NO 01,1.6995,1.703,0,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.861,0.278,121,7.23,4,43.602712,-116.352225,37.5,PAR#0910 OF N'LY POR LT 2 BL 3 GARDNER-AHLQUIST GATEWAY SUB NO 01 PARCEL 2  R/S 
R3037461100,3471 E LOUISE DR,GARDNER AHLQUIST GATEWAY SUB NO 01,1.2537,1.257,1232000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.866,0.635,121,7.23,4,43.60239,-116.351343,37.5,LOT 04 BLK 03 GARDNER-AHLQUIST GATEWAY SUB NO 01
R9024780040,S MERIDIAN RD,VICTORY COMMONS SUB NO 02,1.1599,1.161,556300,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.87,0.546,96,9.2,6,43.577363,-116.392363,37.5,LOT 06 BLK 01 VICTORY COMMONS SUB NO 02
R9024780075,3070 S MERIDIAN RD,VICTORY COMMONS SUB NO 02,2.034,2.037,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.869,0.749,96,9.2,6,43.576841,-116.391865,37.5,LOT 08 & POR LOT 07 BLK 01 VICTORY COMMONS SUB NO 02 PAR A1 ROS 15043 #0070-B
R3037460700,200 S BROOKLYN AVE,GARDNER AHLQUIST GATEWAY SUB NO 01,2.7964,2.799,2743300,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.916,0.723,121,7.23,4,43.60338,-116.351623,37.4,LOT 04 BLK 02 GARDNER-AHLQUIST GATEWAY SUB NO 01
R9024770060,2948 S MERIDIAN RD,VICTORY COMMONS SUB NO 01,1.0111,1.012,617200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.887,0.703,96,9.2,6,43.57793,-116.393243,37.4,LOT 03 BLK 01 VICTORY COMMONS SUB NO 01
R9024780180,126 E VICTORY RD,VICTORY COMMONS SUB NO 02,1.0848,1.089,569200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.889,0.744,96,9.2,6,43.576,-116.391556,37.4,LOT 13 BLK 01 VICTORY COMMONS SUB NO 02
R1376770090,9301 W MOSSYWOOD DR,CHARTER POINTE SUB NO 06,5.6539,5.664,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,4.816,0.668,63,14.91,2,43.538457,-116.299169,37.3,LOT 26 BLK 26 CHARTER POINTE SUB NO 06
