account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
R3037460612,76 S BROOKLYN AVE,GARDNER AHLQUIST GATEWAY SUB NO 01,1.4842,1.487,0,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.974,0.681,121,7.23,4,43.604339,-116.351635,37.3,PAR #0612 POR LOTS 1 & 3 BLK 2 GARDNER-AHLQUIST GATEWAY SUB NO 01 PARCEL 3  R/S 
R0831430015,S LINDER RD,BASSLIN RIDGE ESTATES,15.7808,15.804,,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,3.177,0.417,30,26.19,2,43.571034,-116.417415,36.8,PAR #0015 POR LOTS 1 & 2 BLK 1 BASSLIN RIDGE ESTATES PAR A ROS 14721 #0010-C #00
R8020701520,E WOODBRIDGE DR,SNORTING BULL SUB NO 01,1.7966,1.798,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.627,0.25,146,5.65,2,43.59844,-116.3696,36.4,LOT 76 BLK 06 SNORTING BULL SUB PHASE 01
S1214121190,S BENCHMARK WAY,3N 1W 14,2.5922,2.549,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.072,0.279,260,2.59,1,43.602383,-116.42056,36.4,PAR #1190 OF NE4 SEC 14 3N 1W #121186-B
R8020700680,2000 E WOODBRIDGE DR,SNORTING BULL SUB NO 01,3.8548,3.84,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.726,0.476,146,5.65,2,43.600348,-116.36958,36.2,LOT 66 BLK 03 SNORTING BULL SUB PHASE 01
R0967660166,S BITTERCREEK AVE,BITTERCREEK MEADOWS SUB AMD,28.7485,28.76,4076900,City of Kuna,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Ada County,Incorporated Cities and Areas of City Impact,City Impact Area,see city plan,4.839,0.36,26,28.75,1,43.554551,-116.442625,36.1,PAR #0166 OF LOT 15 BLK 01 BITTERCREEK MEADOWS SUB AMD #0165-B
R4885160130,1448 S TECH LN,KENNEDY COMMERCIAL CENTER SUB,3.9832,3.986,1909900,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.168,0.359,106,8.41,3,43.592442,-116.4042,36.1,LOT 13  BLK 01 KENNEDY COMMERCIAL CENTER SUB
R2940650080,2015 W FRANKLIN RD,FRONTLINE SUB,2.1146,2.119,479500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.051,0.705,322,2.11,1,43.604237,-116.419444,36.0,POR LOT 03 BLK 01 IN TCA 03 FRONTLINE SUB
R4885160095,S TECH LN,KENNEDY COMMERCIAL CENTER SUB,2.4549,2.457,1284300,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.257,0.332,106,8.41,3,43.592042,-116.405988,35.9,PAR #0095 OF LOT 9 BLK 1 KENNEDY COMMERCIAL CENTER SUB PARCEL 2A ROS 10797 #0090
S1201223220,N LINDER RD,3N 1W 01,1.5895,1.593,225200,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Civic,Civic,institutional,3.758,0.637,78,11.41,3,43.631071,-116.413056,35.9,PAR #3220 POR GOV'T LOT 4 SEC 01 3N 1W #223210-B
S1201223160,N LINDER RD,3N 1W 01,1.0258,1.026,80000,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Civic,Civic,institutional,3.805,0.701,78,11.41,3,43.631838,-116.413289,35.8,PAR #3160 POR GOV'T LOT 4 SEC 01 3N 1W #223155-B
R4885160105,1401 S TECH LN,KENNEDY COMMERCIAL CENTER SUB,1.9722,1.974,0,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.359,0.768,106,8.41,3,43.592711,-116.407999,35.7,PAR#0105 N'LY POR LOT 10 BLK 1 KENNEDY COMMERCIAL CENTER SUB PARCEL A  R/S 8610 
R8230060150,3930 E EASY JET DR,SUTHERLAND FARM SUB NO 05,5.48,5.484,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,1.067,0.717,148,5.48,1,43.580794,-116.346103,35.3,LOT 91 BLK 11 SUTHERLAND FARM SUB NO 05
R8484000055,907 S VANGUARD WAY,TM CROSSING SUB,1.3634,1.365,1070300,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),3.505,0.742,91,9.96,4,43.596749,-116.430606,35.0,PAR #0055 POR LOTS 2-5 BLK 1 TM CROSSING SUB PARCEL D ROS 11866 #0020-S #0030-S 
R8484000075,997 S VANGUARD WAY,TM CROSSING SUB,1.1468,1.148,900100,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),3.494,0.788,91,9.96,4,43.595571,-116.430515,35.0,PAR #0075 POR LOTS 7 & 8 BLK 1 TM CROSSING SUB PARCEL F ROS 11866 #0070-S #0080-
S1224212520,1635 S STODDARD RD,3N 1W 24,7.5371,7.54,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Civic,Civic,institutional,2.247,0.553,118,7.54,1,43.587298,-116.405323,35.0,PAR #2520 @ SE COR NE4NW4 SEC 24 3N 1W SOUTH PARCEL R/S 6031 #212500-B
S1212223125,W CHERRY LN,3N 1W 12,9.1192,9.129,3380100,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),3.089,0.698,98,9.12,1,43.618759,-116.410264,34.9,PAR #3125 @ N SIDE NW4 NW4 SEC 12 3N 1W #223120-B
R8484000085,W NAVIGATOR DR,TM CROSSING SUB,4.9122,4.917,3748200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),3.576,0.679,91,9.96,4,43.59573,-116.432143,34.8,PAR #0085 POR LOTS 5-8 BLK 1 TM CROSSING SUB PARCEL G ROS 11866 #0050-S #0060-S 
R8484020200,3089 W NAVIGATOR DR,TM CROSSING SUB NO 03,2.5328,2.535,1987700,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),3.567,0.663,91,9.96,4,43.594722,-116.432047,34.8,LOT 07 BLK 03 TM CROSSING SUB NO 03
R7039000371,E BLUE HERON ST,J E PFOSTS SUB,3.1596,3.16,470400,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,2.725,0.483,113,7.86,4,43.625329,-116.389871,34.4,PAR #0371 @ E SIDE OF LOTS 01-04 J E PFOSTS SUB #0370-B
R1366240020,4055 S CLOVERDALE RD,CHAPEL ROW SUB,6.6389,6.638,464400,Ada County,RSW,County Residential (subdivision),Single-Family Residential,Low,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,2.188,0.563,127,6.64,1,43.566054,-116.335678,34.3,LOT 02 BLK 01 CHAPEL ROW SUB
S1212110351,1615 NW 2ND ST,3N 1W 12,7.3203,7.326,4467700,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.573,0.303,120,7.32,1,43.618304,-116.3972,34.2,PAR #0351 POR NE4NE4 SEC 12 3N 1W #110350-B
R0290190200,7900 S DREAM VIEW LN,AKKAZAKOV ESTATES SUB,2.5203,2.523,340800,Ada County,RSW,County Residential (subdivision),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.738,0.778,29,26.34,5,43.530545,-116.31871,33.9,LOT 02 BLK 01 AKKAZAKOV ESTATES SUB
S1410110080,10847 W COLUMBIA RD,2N 1E 10,4.3289,4.552,398500,Ada County,RSW,County Residential (subdivision),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.723,0.685,29,26.34,5,43.53121,-116.317572,33.9,PAR #0080 OF NE4 SEC 10 2N 1E #0050-B
S1222110280,S TEN MILE RD,3N 1W 22,9.5016,9.408,49800,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,3.875,0.374,92,9.5,1,43.588439,-116.438168,33.8,PAR #0280 OF N2NE4 SEC 22 3N 1W PARCEL B R/S 7715 #110270-S
R0290190300,8000 S DREAM VIEW LN,AKKAZAKOV ESTATES SUB,10.247,10.271,499600,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.843,0.225,29,26.34,5,43.528822,-116.318811,33.7,LOT 03 BLK 01 AKKAZAKOV ESTATES SUB
R1096251675,9851 W IRVING ST,BROOKSIDE PLACE,8.0722,8.08,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,3.182,0.656,110,8.07,1,43.614861,-116.305724,33.7,PAR #1675 OF LOTS 05 & 06 BROOKSIDE PLACE PARCEL E R/S 6732 #1610-C #1472-C #173
S1410110090,10850 W COLUMBIA RD,2N 1E 10,7.4404,7.46,476700,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.851,0.526,29,26.34,5,43.529123,-116.317583,33.6,PAR #0090 OF E2NE4 SEC 10 2N 1E #0050-S
R5901160115,E WATERFRONT ST,MURDOCH SUB,3.9845,3.99,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.246,0.57,188,3.98,1,43.600076,-116.383102,33.5,LOTS 01-04 BLK 02 MURDOCH SUB PAR 1 ROS 14992 #0090C #0100C #0110C #0120C
R7149700025,N LAMONT RD,POTTERS FIELD SUB,10.0252,10.03,561000,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.305,0.785,86,10.03,1,43.583973,-116.446198,33.4,PAR #0025 E'LY POR LT 2 BL 1 POTTERS FIELD SUB #0021-B
R8222760320,8301 S FIVE MILE RD,SUNSET VILLA SUB NO 02,1.8075,1.81,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.989,0.435,29,26.34,5,43.52753,-116.315825,33.4,LOT A BLK 8 SUNSET VILLA SUB NO 2 #96055542
R7100270200,1822 E OVERLAND RD,PLAYGROUND SUB,2.3691,2.372,1446500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.55,0.723,292,2.37,1,43.590849,-116.371773,33.3,LOT 2 BLK 1 PLAYGROUND SUB
R8020701680,S CROSSTIMBER AVE,SNORTING BULL SUB NO 01,2.3535,2.343,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.57,0.255,295,2.35,1,43.598537,-116.367716,33.2,LOT 92 BLK 06 SNORTING BULL SUB PHASE 01
R8020710640,S THORNWOOD WAY,SNORTING BULL SUB NO 02,2.4004,2.403,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.62,0.207,289,2.4,1,43.599787,-116.366875,33.2,LOT 01 BLK 19 SNORTING BULL SUB PHASE 02
S1215417217,785 S TEN MILE RD,3N 1W 15,3.9945,4.021,3065200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,High Density Employment,High-Density Employment,non-residential,3.753,0.663,102,8.66,2,43.597014,-116.435541,33.2,PAR #7217 @ NE COR NE4SE4 SEC 15 3N 1W #417215-B
S1210131210,3761 W PARK CREEK DR,3N 1W 10,21.9511,21.96,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Civic,Civic,institutional,4.365,0.285,33,24.91,3,43.615095,-116.442052,33.2,PAR #1210 OF W2NE4 & OF SE4NW4 SEC 10 3N 1W #110100-120600-B
R5299900053,S TORINO AVE,LOCUST VIEW HEIGHTS SUB,1.1369,1.146,301500,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.71,0.676,261,2.57,2,43.597382,-116.372916,33.1,PAR #0053 OF LOTS 1 & 2 BLK 2 LOCUST VIEW HEIGHTS SUB   #98076414
R8020701180,E WOODBRIDGE DR,SNORTING BULL SUB NO 01,1.4351,1.437,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.725,0.183,261,2.57,2,43.598495,-116.372179,33.1,LOT 42 BLK 06 SNORTING BULL SUB PHASE 01
R7851180240,E DWORSHAK CT,SHERBROOKE HOLLOWS SUB NO 02,1.8151,1.834,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.96,0.172,232,2.93,2,43.578525,-116.365931,33.0,LOT 07 BLK 08 SHERBROOKE HOLLOWS SUB #02 #99082325
S1213110466,305 W FRANKLIN RD,3N 1W 13,5.059,5.02,1749400,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.024,0.719,152,5.06,1,43.603635,-116.397968,33.0,PAR #0466 OF NE4NE4 SEC 13 3N 1W #0465-B
S0532223011,4750 N LOCUST GROVE RD,4N 1E 32,8.5096,8.515,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Civic,Civic,institutional,3.877,0.514,105,8.51,1,43.647388,-116.372735,32.8,PAR #3011 @ NW COR NW4 SEC 32 4N 1E LOCUST GROVE SUB STATION #223010-B
S1108233992,1740 E PINE AVE,3N 1E 08,3.7412,3.75,,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.583,0.657,45,18.97,6,43.613263,-116.372415,32.8,PAR #3992 POR SW4NW4 SEC 08 3N 1E PAR 3 ROS 15346 #233986-C #T233950-C #T233995-
R1343500207,690 S INDUSTRY WAY,CENTRAL VALLEY CORP PARK NO 01,3.2459,3.19,1667500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.299,0.602,217,3.25,1,43.598397,-116.385251,32.7,"PAR#0207 OF LTS 10,11,13 BL 1 CENTRAL VALLEY CORP PARK NO 01 #0251-S R/S #3302 #"
S1108233760,N LOCUST GROVE RD,3N 1E 08,1.1876,1.19,,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.632,0.53,45,18.97,6,43.613772,-116.373323,32.7,PAR #3760 POR SW4NW4 SEC 08 3N 1E PAR 2 ROS 15346 #T233755-C #T233850-C
S1108233855,1030 N LOCUST GROVE RD,3N 1E 08,1.7572,1.76,,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.652,0.397,45,18.97,6,43.614137,-116.373111,32.7,PAR #3855 POR SW4NW4 SEC 08 3N 1E PAR 1 ROS 15346 #T233756-C #T233996-C
S1117110201,2975 E FRANKLIN RD,3N 1E 17,2.3437,2.35,1228400,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.858,0.743,300,2.34,1,43.604126,-116.357615,32.6,PAR #0201 NEAR NE COR NE4NE4 SEC 17 3N 1E #110200-B
S1404233620,7050 S EAGLE RD,2N 1E 04,7.6682,7.696,1246500,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,3.598,0.454,116,7.67,1,43.54014,-116.353528,32.5,PAR #3620 OF S2NW4 SEC 04 2N 1E #233662-B
R4228730010,E FAIRVIEW AVE,INITIAL POINT SUB,1.479,1.478,0,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.142,0.199,169,4.48,2,43.61807,-116.383897,32.2,LOT 01 BLK 01 INITIAL POINT SUB
S1108449810,3070 E FRANKLIN RD,3N 1E 08,2.0106,2.012,1489900,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.943,0.538,331,2.01,1,43.605261,-116.356806,32.1,PAR #9810 @ S SIDE SE4SE4 SEC 8 3N 1E PARCEL B  ROS 13121 #449316C #449800S
S1107212505,715 E FAIRVIEW AVE,3N 1E 07,3.004,3.13,1772500,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.224,0.731,169,4.48,2,43.618919,-116.385102,32.0,PAR #2505 OF NE4NW4 SEC 7 3N 1E #212500-B
S1222131225,2130 S NOVA LN,3N 1W 22,4.2192,4.98,,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,4.131,0.656,108,8.27,2,43.585938,-116.443,32.0,PAR #1225 POR SW4NE4 SEC 22 3N 1W PAR A ROS 15320 #131221-S
S1222131240,S NOVA LN,3N 1W 22,4.0535,4.972,,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,4.148,0.665,108,8.27,2,43.583772,-116.442996,32.0,PAR #1240 POR SW4NE4 SEC 22 3N 1W PAR B ROS 15320 #131221-B
R1362650050,3430 N TROXEL WAY,CHAMPION PARK SUB NO 03,5.9779,5.982,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Civic,Civic,institutional,3.041,0.479,135,5.98,1,43.635931,-116.362801,31.9,LOT 06 BLK 11 CHAMPION PARK SUB NO 03
R5629430090,3386 N BURLEY AVE,MCNELIS SUB,1.6263,1.627,602400,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-NR,Mixed Use – Non-Residential,non-residential,4.761,0.439,94,9.41,5,43.635008,-116.435166,31.9,LOT 09  BLK 01 MCNELIS SUB
R5629430106,3425 W NELIS DR,MCNELIS SUB,2.355,2.355,872000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-NR,Mixed Use – Non-Residential,non-residential,4.807,0.672,94,9.41,5,43.635914,-116.435328,31.8,LOT 10 & 11 BLK 01 MCNELIS SUB PARCEL C R/S 10206 #0100C #0110C
S0434449504,3539 N TEN MILE RD,4N 1W 34,1.0019,1.029,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Civic,Civic,institutional,4.804,0.755,94,9.41,5,43.636782,-116.434254,31.8,PAR #9504 OF SE4 SE4 SEC 34 4N 1W #449503-B
R5629430130,3275 N BURLEY AVE,MCNELIS SUB,1.5065,1.508,886800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-NR,Mixed Use – Non-Residential,non-residential,4.832,0.717,94,9.41,5,43.634679,-116.437316,31.7,LOT 02  BLK 02 MCNELIS SUB
R5629430140,3331 N BURLEY AVE,MCNELIS SUB,2.925,2.928,1084100,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-NR,Mixed Use – Non-Residential,non-residential,4.866,0.654,94,9.41,5,43.63523,-116.437598,31.7,LOT 03  BLK 02 MCNELIS SUB
R8535800100,S LOCUST GROVE RD,TRUST STORAGE SUB,1.0361,1.037,632400,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),0.686,0.78,516,1.04,1,43.588879,-116.373929,31.7,LOT 01 BLK 01 TRUST STORAGE SUB
S1301212550,W LAKE HAZEL RD,2N 1W 01,22.6468,22.68,,City of Kuna,R-6,R-6,Two-Family / Low-Density Residential,Low,Vacant Land,Ada County,Incorporated Cities and Areas of City Impact,City Impact Area,see city plan,3.979,0.522,35,22.65,1,43.544261,-116.40545,31.7,PAR #2550 POR GOV'T LOT 3 & POR SE4NW4 SEC 01 2N 1W #212510-S
S1106336200,134 E FAIRVIEW AVE,3N 1E 06,3.5503,4,1132600,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.536,0.354,161,4.69,2,43.62114,-116.39158,31.6,PAR #6200 OF SW4SW4 SEC 6 3N 1E #96037272
R8075800020,S ELKHOUND AVE,SPORTSMAN POINTE SUB NO 04,1.2629,1.269,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,0.857,0.646,443,1.26,1,43.586265,-116.37611,31.5,LOT 20 BLK 2 SPORTSMAN POINTE SUB #4 #97066794
S1106336086,55 E CARMEL DR,3N 1E 06,1.1408,1.11,0,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.603,0.595,161,4.69,2,43.621663,-116.392832,31.5,PAR #6086 OF SW4SW4 SEC 6 3N 1E #336082-B
