account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
R1013680048,4475 S MARKET ST,BOISE IND FOUNDATION SUB NO 03,1.2284,1.23,482200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.393,0.657,168,1.23,1,43.562043,-116.189904,13.4,PAR #0048 OF LOT 2 BLK 2 BOISE INDUSTRIAL FOUND #3 #0041-S
S1514231550,S EISENMAN RD,2N 2E 14,2.0128,1.983,2600,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.855,0.499,133,2.01,1,43.512567,-116.191556,13.3,PAR #1550 OF SW4NW4 SEC 14 2N 2E
R5026140020,990 W AMITY RD,KOWALLIS SUB,1.1094,1.11,580200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.483,0.666,178,1.11,1,43.561031,-116.193031,13.1,LOT 02  BLK 01 KOWALLIS SUB
R3482170670,5043 E STEMWOOD ST,HARRIS RANCH SUB NO 03,1.0656,1.067,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.517,0.185,184,1.07,1,43.570841,-116.120975,13.0,LOT 03 BLK 35 HARRIS RANCH SUB NO 03
R3482160060,3450 S MILLSPUR WAY,HARRIS RANCH SUB NO 02,1.1068,1.109,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.561,0.999,179,1.11,1,43.570295,-116.118591,13.0,LOT 01 BLK 24 HARRIS RANCH SUB NO 02
S0928222490,S COUNCIL SPRING RD,3N 3E 28,1.6428,1.64,7300,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.862,0.568,151,1.64,1,43.572567,-116.113021,12.9,PAR #2490 OF NW4NW4 SEC 28 3N 3E
R3482170910,3140 S WHITE FIR PL,HARRIS RANCH SUB NO 03,1.0885,1.089,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.64,0.257,181,1.09,1,43.573739,-116.122405,12.8,LOT 08 BLK 37 HARRIS RANCH SUB NO 03
R8528670210,5903 E MILLET DR,TRIPLETT SUB,1.2678,1.267,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.785,0.168,165,1.27,1,43.569522,-116.110909,12.7,LOT 04 BLK 03 TRIPLETT SUB
S1011438500,1149 E LEWIS ST,3N 2E 11,4.829,2.52,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.633,0.781,90,4.83,1,43.604559,-116.183566,12.6,PAR #8500 OF N2 SEC 14 & OF S2 SEC 11 3N 2E
S1024141851,2791 E STONE POINT DR,3N 2E 24,1.1382,1.126,293900,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.794,0.625,173,1.14,1,43.582122,-116.153822,12.6,PAR #1851 OF LOTS 2 & 3 SEC 24 3N 2E #PAR A R/S #3717 #1418525
R7475790005,975 E RIVER RUN DR,RIVER RUN NO 02,1.5313,1.52,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.333,0.309,157,1.53,1,43.587741,-116.171197,11.9,LOT 2 BLK 4 RIVER RUN PHASE 2 #8203388
R5983400020,N STRATA VIA PL,NATIVA TERRA SUB NO 05,1.0243,1.028,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.625,0.362,111,2.99,2,43.608678,-116.151329,10.7,PAR #0020 POR LOT 14 BLK 04 IN TCA 01-5 NATIVA TERRA SUB NO 05
S1527412350,S PLEASANT VALLEY RD,2N 2E 27,3.2572,3.25,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.936,0.48,105,3.26,1,43.479175,-116.198759,10.4,PAR #2350 OF SE4 SEC 27 2N 2E
S1629336400,E KUNA MORA RD,2N 3E 29,2.8399,2.5,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.746,0.473,114,2.84,1,43.474199,-116.133856,10.3,PAR #6400 OF SW4 SW4 SEC 29 2N 3E FORMER OSLRR R/W
R5820560070,430 N MORNINGSIDE WAY,MORNINGSIDE HEIGHTS SUB NO 02,1.8974,1.897,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.638,0.219,140,1.9,1,43.608081,-116.165236,9.6,LOT 92 BLK 01 MORNINGSIDE HEIGHTS SUB NO 02
R1608730090,2818 E TABLE ROCK RD,CREST AT NORTHRIDGE NO 03,1.3093,1.311,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.722,0.758,163,1.31,1,43.610061,-116.152959,8.9,POR LOT 30 BLK 02 IN TCA 01-5 CREST AT NORTHRIDGE NO 03 AMD  #94076199
R5820550160,1736 E HAYS CT,MORNINGSIDE HEIGHTS SUB,1.2416,1.236,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.739,0.578,167,1.24,1,43.608815,-116.170955,8.8,LOT 16 BLK 1 MORNINGSIDE HEIGHTS SUB #95011471
R2024380710,W HILLCREST LN,EAGLESON PARK SUB NO 04,1.2275,1.23,,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.966,0.492,169,1.23,1,43.582658,-116.232742,8.3,PAR#0710 OF NEW YORK CANAL POR OF EAGLESON PARK SUB NO 04
